handle,contestId,contestName,rank,oldRating,newRating,delta,ratingUpdateTime,is_outlier_IQR,reading_group
hackstar,1978,Codeforces Round 953 (Div. 2),5230,1117,1148,31,2024-06-16 11:05:00,False,Non-reader
hackstar,1986,Codeforces Round 954 (Div. 3),8314,1148,1157,9,2024-06-23 17:05:00,False,Non-reader
hackstar,1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",5173,1157,1208,51,2024-06-25 16:35:00,False,Non-reader
hackstar,1989,Educational Codeforces Round 167 (Rated for Div. 2),5454,1208,1242,34,2024-06-27 16:35:00,False,Non-reader
hackstar,1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),6015,1242,1248,6,2024-06-30 17:35:00,False,Non-reader
hackstar,1994,Codeforces Round 959 sponsored by NEAR (Div. 1 + Div. 2),4159,1248,1309,61,2024-07-18 16:35:00,False,Non-reader
hackstar,1990,Codeforces Round 960 (Div. 2),7879,1309,1268,-41,2024-07-20 16:35:00,False,Non-reader
hackstar,1995,Codeforces Round 961 (Div. 2),5685,1268,1273,5,2024-07-23 16:35:00,False,Non-reader
hackstar,1996,Codeforces Round 962 (Div. 3),2165,1273,1349,76,2024-07-26 17:05:00,False,Non-reader
hackstar,1991,Pinely Round 4 (Div. 1 + Div. 2),5361,1349,1353,4,2024-07-28 17:35:00,False,Non-reader
hackstar,1997,Educational Codeforces Round 168 (Rated for Div. 2),4697,1353,1384,31,2024-07-30 16:35:00,False,Non-reader
hackstar,1993,Codeforces Round 963 (Div. 2),7654,1384,1351,-33,2024-08-04 16:35:00,False,Non-reader
hackstar,1999,Codeforces Round 964 (Div. 4),6367,1351,1324,-27,2024-08-06 17:00:00,False,Non-reader
hackstar,1998,Codeforces Round 965 (Div. 2),5530,1324,1341,17,2024-08-10 16:35:00,False,Non-reader
hackstar,2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),6376,1341,1325,-16,2024-08-11 17:35:00,False,Non-reader
hackstar,2000,Codeforces Round 966 (Div. 3),3259,1325,1369,44,2024-08-13 16:55:00,False,Non-reader
hackstar,2001,Codeforces Round 967 (Div. 2),6672,1369,1352,-17,2024-08-20 16:35:00,False,Non-reader
hackstar,2007,Codeforces Round 969 (Div. 2),3314,1352,1382,30,2024-08-30 17:05:00,False,Non-reader
hackstar,2008,Codeforces Round 970 (Div. 3),9614,1382,1317,-65,2024-09-01 16:50:00,False,Non-reader
hackstar,2005,Codeforces Round 972 (Div. 2),6753,1317,1298,-19,2024-09-14 16:35:00,False,Non-reader
hackstar,2014,Codeforces Round 974 (Div. 3),9552,1298,1246,-52,2024-09-21 17:00:00,False,Non-reader
hackstar,2019,Codeforces Round 975 (Div. 2),7054,1246,1221,-25,2024-09-27 16:05:00,False,Non-reader
hackstar,2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,5958,1221,1237,16,2024-09-29 17:35:00,False,Non-reader
hackstar,2021,"Codeforces Round 977 (Div. 2, based on COMPFEST 16 - Final Round)",3423,1237,1288,51,2024-10-06 08:05:00,False,Non-reader
hackstar,2022,Codeforces Round 978 (Div. 2),2641,1288,1295,7,2024-10-13 21:35:00,False,Non-reader
hackstar,2030,Codeforces Round 979 (Div. 2),3675,1295,1338,43,2024-10-19 16:20:00,False,Non-reader
hackstar,2024,Codeforces Round 980 (Div. 2),10768,1338,1223,-115,2024-10-20 11:05:00,False,Non-reader
hackstar,2033,Codeforces Round 981 (Div. 3),3402,1223,1275,52,2024-10-24 16:50:00,False,Non-reader
hackstar,2027,Codeforces Round 982 (Div. 2),4768,1275,1279,4,2024-10-26 16:35:00,False,Non-reader
hackstar,2035,Codeforces Global Round 27,7060,1279,1233,-46,2024-10-27 17:35:00,False,Non-reader
hackstar,2026,Educational Codeforces Round 171 (Rated for Div. 2),5925,1233,1241,8,2024-10-28 16:35:00,False,Non-reader
hackstar,2032,Codeforces Round 983 (Div. 2),5060,1241,1266,25,2024-11-01 16:35:00,False,Non-reader
hackstar,2034,"Rayan Programming Contest 2024 - Selection (Codeforces Round 989, Div. 1 + Div. 2)",4789,1266,1275,9,2024-11-30 17:35:00,False,Non-reader
hackstar,2050,Codeforces Round 991 (Div. 3),5856,1275,1255,-20,2024-12-05 16:50:00,False,Non-reader
hackstar,2044,Codeforces Round 993 (Div. 4),758,1255,1365,110,2024-12-15 16:50:00,False,Non-reader
hackstar,2049,Codeforces Round 994 (Div. 2),2077,1365,1442,77,2024-12-20 16:35:00,False,Non-reader
hackstar,2055,Codeforces Round 996 (Div. 2),2883,1442,1483,41,2025-01-12 16:35:00,False,Non-reader
hackstar,2060,Codeforces Round 998 (Div. 3),23507,1483,1329,-154,2025-01-19 17:05:00,True,Non-reader
hackstar,2061,"IAEPC Preliminary Contest (Codeforces Round 999, Div. 1 + Div. 2)",3043,1329,1389,60,2025-01-20 17:35:00,False,Non-reader
hackstar,2063,Codeforces Round 1000 (Div. 2),3900,1389,1413,24,2025-01-22 14:05:00,False,Non-reader
hackstar,2062,"Ethflow Round 1 (Codeforces Round 1001, Div. 1 + Div. 2)",2585,1413,1491,78,2025-01-26 17:05:00,False,Non-reader
hackstar,2059,Codeforces Round 1002 (Div. 2),3096,1491,1507,16,2025-02-02 16:35:00,False,Non-reader
hackstar,2067,Codeforces Round 1004 (Div. 2),3286,1507,1501,-6,2025-02-11 16:35:00,False,Non-reader
hackstar,2064,Codeforces Round 1005 (Div. 2),3566,1501,1497,-4,2025-02-16 16:35:00,False,Non-reader
hackstar,2069,Educational Codeforces Round 174 (Rated for Div. 2),3312,1497,1496,-1,2025-02-18 16:35:00,False,Non-reader
hackstar,2093,Codeforces Round 1016 (Div. 3),423,1496,1591,95,2025-04-08 16:50:00,False,Non-reader
hackstar,2106,Codeforces Round 1020 (Div. 3),109,1591,1725,134,2025-04-24 16:50:00,False,Non-reader
hackstar,2104,Educational Codeforces Round 178 (Rated for Div. 2),2036,1725,1691,-34,2025-04-28 16:35:00,False,Non-reader
hackstar,2102,Codeforces Round 1024 (Div. 2),2749,1691,1633,-58,2025-05-11 17:05:00,False,Non-reader
hackstar,2109,Codeforces Round 1025 (Div. 2),1197,1633,1669,36,2025-05-17 16:50:00,False,Non-reader
hackstar,2110,Codeforces Round 1026 (Div. 2),786,1669,1731,62,2025-05-24 16:35:00,False,Non-reader
hackstar,2116,Codeforces Round 1028 (Div. 2),7255,1731,1621,-110,2025-05-31 16:35:00,False,Non-reader
hackstar,2111,Educational Codeforces Round 179 (Rated for Div. 2),1116,1621,1662,41,2025-06-03 16:35:00,False,Non-reader
hackstar,2120,Codeforces Round 1033 (Div. 2) and CodeNite 2025,2767,1662,1634,-28,2025-06-21 16:35:00,False,Non-reader
hackstar,2112,Educational Codeforces Round 180 (Rated for Div. 2),771,1634,1702,68,2025-06-23 16:35:00,False,Non-reader
hackstar,2151,Codeforces Round 1053 (Div. 2),1783,1702,1665,-37,2025-09-24 14:50:00,False,Non-reader
hackstar,2145,Educational Codeforces Round 183 (Rated for Div. 2),2583,1665,1646,-19,2025-10-06 16:35:00,False,Non-reader
hackstar,2153,Codeforces Round 1057 (Div. 2),841,1646,1711,65,2025-10-10 16:50:00,False,Non-reader
azizbek_,1850,Codeforces Round 886 (Div. 4),18260,0,371,371,2023-07-21 16:35:00,True,Sometimes
azizbek_,1881,Codeforces Round 903 (Div. 3),10340,371,644,273,2023-10-12 16:50:00,True,Sometimes
azizbek_,1895,Educational Codeforces Round 157 (Rated for Div. 2),7844,644,854,210,2023-11-03 16:35:00,True,Sometimes
azizbek_,1898,Codeforces Round 910 (Div. 2),6413,854,930,76,2023-11-19 16:35:00,False,Sometimes
azizbek_,1901,Educational Codeforces Round 158 (Rated for Div. 2),4343,930,1089,159,2023-11-24 16:35:00,False,Sometimes
azizbek_,1902,Educational Codeforces Round 159 (Rated for Div. 2),6574,1089,1113,24,2023-12-03 16:35:00,False,Sometimes
azizbek_,1905,Codeforces Round 915 (Div. 2),6632,1113,1116,3,2023-12-16 16:35:00,False,Sometimes
azizbek_,1913,Educational Codeforces Round 160 (Rated for Div. 2),5129,1116,1160,44,2023-12-18 16:35:00,False,Sometimes
azizbek_,1914,Codeforces Round 916 (Div. 3),15360,1160,1062,-98,2023-12-19 17:05:00,False,Sometimes
azizbek_,1915,Codeforces Round 918 (Div. 4),3542,1062,1145,83,2023-12-28 17:05:00,False,Sometimes
azizbek_,1919,Hello 2024,9969,1145,1150,5,2024-01-06 17:05:00,False,Sometimes
azizbek_,1921,Codeforces Round 920 (Div. 3),5357,1150,1194,44,2024-01-15 16:50:00,False,Sometimes
azizbek_,1925,Codeforces Round 921 (Div. 2),5810,1194,1204,10,2024-01-27 16:45:00,False,Sometimes
azizbek_,1927,Codeforces Round 923 (Div. 3),14521,1204,1149,-55,2024-02-06 17:00:00,False,Sometimes
azizbek_,1928,Codeforces Round 924 (Div. 2),9133,1149,1094,-55,2024-02-11 11:35:00,False,Sometimes
azizbek_,1931,Codeforces Round 925 (Div. 3),4181,1094,1180,86,2024-02-13 16:50:00,False,Sometimes
azizbek_,1932,Codeforces Round 927 (Div. 3),3678,1180,1224,44,2024-02-18 14:20:00,False,Sometimes
azizbek_,1926,Codeforces Round 928 (Div. 4),3111,1224,1267,43,2024-02-19 16:50:00,False,Sometimes
azizbek_,1923,Educational Codeforces Round 162 (Rated for Div. 2),8517,1267,1222,-45,2024-02-23 16:35:00,False,Sometimes
azizbek_,1933,Codeforces Round 929 (Div. 3),18476,1222,1129,-93,2024-02-27 16:50:00,False,Sometimes
azizbek_,1937,Codeforces Round 930 (Div. 2),6622,1129,1142,13,2024-02-29 16:35:00,False,Sometimes
azizbek_,1935,Codeforces Round 932 (Div. 2),8560,1142,1151,9,2024-03-05 16:35:00,False,Sometimes
azizbek_,1944,Codeforces Round 934 (Div. 2),5437,1151,1175,24,2024-03-16 17:00:00,False,Sometimes
azizbek_,1945,Codeforces Round 935 (Div. 3),4797,1175,1171,-4,2024-03-19 10:20:00,False,Sometimes
azizbek_,1946,Codeforces Round 936 (Div. 2),6375,1171,1187,16,2024-03-22 16:35:00,False,Sometimes
azizbek_,1950,Codeforces Round 937 (Div. 4),3770,1187,1234,47,2024-03-28 17:00:00,False,Sometimes
azizbek_,1955,Codeforces Round 938 (Div. 3),6280,1234,1242,8,2024-04-08 16:50:00,False,Sometimes
azizbek_,1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",5347,1242,1265,23,2024-06-25 16:35:00,False,Sometimes
azizbek_,1989,Educational Codeforces Round 167 (Rated for Div. 2),12901,1265,1177,-88,2024-06-27 16:35:00,False,Sometimes
azizbek_,1983,Codeforces Round 956 (Div. 2) and ByteRace 2024,8521,1177,1169,-8,2024-07-07 16:50:00,False,Sometimes
azizbek_,1995,Codeforces Round 961 (Div. 2),5426,1169,1207,38,2024-07-23 16:35:00,False,Sometimes
azizbek_,2021,"Codeforces Round 977 (Div. 2, based on COMPFEST 16 - Final Round)",6069,1207,1192,-15,2024-10-06 08:05:00,False,Sometimes
azizbek_,2022,Codeforces Round 978 (Div. 2),5608,1192,1116,-76,2024-10-13 21:35:00,False,Sometimes
azizbek_,2025,Educational Codeforces Round 170 (Rated for Div. 2),6487,1116,1160,44,2024-10-14 16:35:00,False,Sometimes
azizbek_,2033,Codeforces Round 981 (Div. 3),3670,1160,1226,66,2024-10-24 16:50:00,False,Sometimes
azizbek_,2027,Codeforces Round 982 (Div. 2),2066,1226,1328,102,2024-10-26 16:35:00,False,Sometimes
azizbek_,2026,Educational Codeforces Round 171 (Rated for Div. 2),4047,1328,1353,25,2024-10-28 16:35:00,False,Sometimes
azizbek_,2032,Codeforces Round 983 (Div. 2),4892,1353,1351,-2,2024-11-01 16:35:00,False,Sometimes
azizbek_,2029,Refact.ai Match 1 (Codeforces Round 985),6727,1351,1240,-111,2024-11-09 17:35:00,False,Sometimes
azizbek_,2028,Codeforces Round 986 (Div. 2),3770,1240,1251,11,2024-11-10 17:35:00,False,Sometimes
azizbek_,2050,Codeforces Round 991 (Div. 3),957,1251,1367,116,2024-12-05 16:50:00,False,Sometimes
azizbek_,2040,Codeforces Round 992 (Div. 2),4174,1367,1363,-4,2024-12-08 16:35:00,False,Sometimes
azizbek_,2048,Codeforces Global Round 28,8332,1363,1301,-62,2024-12-19 17:35:00,False,Sometimes
azizbek_,2049,Codeforces Round 994 (Div. 2),6354,1301,1288,-13,2024-12-20 16:35:00,False,Sometimes
azizbek_,2051,Codeforces Round 995 (Div. 3),2611,1288,1339,51,2024-12-22 16:50:00,False,Sometimes
azizbek_,2043,Educational Codeforces Round 173 (Rated for Div. 2),6176,1339,1315,-24,2024-12-24 16:35:00,False,Sometimes
azizbek_,2053,Good Bye 2024: 2025 is NEAR,10382,1315,1239,-76,2024-12-28 17:35:00,False,Sometimes
azizbek_,2057,Hello 2025,5718,1239,1270,31,2025-01-04 17:05:00,False,Sometimes
azizbek_,2055,Codeforces Round 996 (Div. 2),2403,1270,1376,106,2025-01-12 16:35:00,False,Sometimes
azizbek_,2056,Codeforces Round 997 (Div. 2),5550,1376,1367,-9,2025-01-17 16:35:00,False,Sometimes
azizbek_,2060,Codeforces Round 998 (Div. 3),1977,1367,1420,53,2025-01-19 17:05:00,False,Sometimes
azizbek_,2061,"IAEPC Preliminary Contest (Codeforces Round 999, Div. 1 + Div. 2)",1963,1420,1503,83,2025-01-20 17:35:00,False,Sometimes
azizbek_,2063,Codeforces Round 1000 (Div. 2),2588,1503,1532,29,2025-01-22 14:05:00,False,Sometimes
azizbek_,2067,Codeforces Round 1004 (Div. 2),682,1532,1626,94,2025-02-11 16:35:00,False,Sometimes
azizbek_,2078,Codeforces Round 1008 (Div. 2),1129,1626,1662,36,2025-03-10 17:15:00,False,Sometimes
-Azamat-,1807,Codeforces Round 859 (Div. 4),6260,0,453,453,2023-03-19 17:10:00,True,Reader
-Azamat-,1841,Educational Codeforces Round 150 (Rated for Div. 2),4911,453,785,332,2023-06-12 16:35:00,True,Reader
-Azamat-,1834,Codeforces Round 879 (Div. 2),5507,785,984,199,2023-06-18 10:05:00,True,Reader
-Azamat-,1843,Codeforces Round 881 (Div. 3),1409,984,1212,228,2023-06-20 16:50:00,True,Reader
-Azamat-,1846,Codeforces Round 883 (Div. 3),2594,1212,1333,121,2023-07-07 16:50:00,False,Reader
-Azamat-,1850,Codeforces Round 886 (Div. 4),451,1333,1482,149,2023-07-21 16:35:00,False,Reader
-Azamat-,1890,Codeforces Round 906 (Div. 2),2928,1482,1463,-19,2023-10-28 17:05:00,False,Reader
-Azamat-,1891,Codeforces Round 907 (Div. 2),6663,1463,1377,-86,2023-10-30 16:35:00,False,Reader
-Azamat-,1895,Educational Codeforces Round 157 (Rated for Div. 2),3146,1377,1393,16,2023-11-03 16:35:00,False,Reader
-Azamat-,1903,Codeforces Round 912 (Div. 2),1415,1393,1439,46,2023-11-30 18:50:00,False,Reader
-Azamat-,1907,Codeforces Round 913 (Div. 3),2181,1439,1442,3,2023-12-05 17:00:00,False,Reader
-Azamat-,1913,Educational Codeforces Round 160 (Rated for Div. 2),2366,1442,1468,26,2023-12-18 16:35:00,False,Reader
-Azamat-,1917,Codeforces Round 917 (Div. 2),1467,1468,1532,64,2023-12-24 16:35:00,False,Reader
-Azamat-,1920,Codeforces Round 919 (Div. 2),2725,1532,1540,8,2024-01-13 16:35:00,False,Reader
-Azamat-,1931,Codeforces Round 925 (Div. 3),510,1540,1618,78,2024-02-13 16:50:00,False,Reader
NewGhost,2137,Codeforces Round 1047 (Div. 3),11547,0,425,425,2025-09-07 16:50:00,True,Sometimes
NewGhost,2148,Codeforces Round 1050 (Div. 4),7088,425,722,297,2025-09-13 16:50:00,True,Sometimes
NewGhost,2147,Codeforces Global Round 29 (Div. 1 + Div. 2),11056,722,873,151,2025-09-20 17:35:00,False,Sometimes
NewGhost,2149,Codeforces Round 1054 (Div. 3),14694,873,940,67,2025-09-25 16:50:00,False,Sometimes
Jama,1927,Codeforces Round 923 (Div. 3),20547,0,382,382,2024-02-06 17:00:00,True,Reader
Jama,1928,Codeforces Round 924 (Div. 2),11583,382,600,218,2024-02-11 11:35:00,True,Reader
Jama,1931,Codeforces Round 925 (Div. 3),18264,600,770,170,2024-02-13 16:50:00,False,Reader
Jama,1929,Codeforces Round 926 (Div. 2),15654,770,841,71,2024-02-15 16:35:00,False,Reader
Jama,1930,think-cell Round 1,10118,841,889,48,2024-02-17 17:35:00,False,Reader
Jama,1932,Codeforces Round 927 (Div. 3),15211,889,861,-28,2024-02-18 14:20:00,False,Reader
Jama,1933,Codeforces Round 929 (Div. 3),21136,861,808,-53,2024-02-27 16:50:00,False,Reader
Jama,1950,Codeforces Round 937 (Div. 4),22775,808,770,-38,2024-03-28 17:00:00,False,Reader
Jama,1955,Codeforces Round 938 (Div. 3),15575,770,797,27,2024-04-08 16:50:00,False,Reader
Jama,1956,Codeforces Round 939 (Div. 2),8919,797,835,38,2024-04-13 16:35:00,False,Reader
Jama,1971,Codeforces Round 944 (Div. 4),15604,835,820,-15,2024-05-10 16:50:00,False,Reader
Jama,1975,Codeforces Round 947 (Div. 1 + Div. 2),9315,820,855,35,2024-05-25 17:35:00,False,Reader
Jama,1976,Educational Codeforces Round 166 (Rated for Div. 2),12409,855,887,32,2024-05-30 16:35:00,False,Reader
Jama,1986,Codeforces Round 954 (Div. 3),16056,887,881,-6,2024-06-23 17:05:00,False,Reader
Jama,1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",9590,881,930,49,2024-06-25 16:35:00,False,Reader
Jama,1988,Codeforces Round 958 (Div. 2),13156,930,901,-29,2024-07-15 16:35:00,False,Reader
Jama,1999,Codeforces Round 964 (Div. 4),5421,901,1027,126,2024-08-06 17:00:00,False,Reader
Jama,2008,Codeforces Round 970 (Div. 3),2350,1027,1180,153,2024-09-01 16:50:00,False,Reader
Jama,2036,Codeforces Round 984 (Div. 3),15065,1180,1085,-95,2024-11-02 16:50:00,False,Reader
Jama,2029,Refact.ai Match 1 (Codeforces Round 985),5183,1085,1084,-1,2024-11-09 17:35:00,False,Reader
Odminbey,2008,Codeforces Round 970 (Div. 3),24,0,768,768,2024-09-01 16:50:00,True,Sometimes
Odminbey,2036,Codeforces Round 984 (Div. 3),432,768,1157,389,2024-11-02 16:50:00,True,Sometimes
Odminbey,2044,Codeforces Round 993 (Div. 4),13,1157,1573,416,2024-12-15 16:50:00,True,Sometimes
Odminbey,2051,Codeforces Round 995 (Div. 3),10,1573,1887,314,2024-12-22 16:50:00,True,Sometimes
Odminbey,2096,"Neowise Labs Contest 1 (Codeforces Round 1018, Div. 1 + Div. 2)",512,1887,2047,160,2025-04-19 16:35:00,False,Sometimes
Odminbey,2101,Codeforces Round 1024 (Div. 1),595,2047,2063,16,2025-05-11 17:05:00,False,Sometimes
Odminbey,2124,"EPIC Institute of Technology Round Summer 2025 (Codeforces Round 1036, Div. 1 + Div. 2)",664,2063,2077,14,2025-07-06 17:35:00,False,Sometimes
Odminbey,2128,Codeforces Round 1039 (Div. 2),72,2077,2157,80,2025-07-27 16:35:00,False,Sometimes
Odminbey,2147,Codeforces Global Round 29 (Div. 1 + Div. 2),1055,2157,2129,-28,2025-09-20 17:35:00,False,Sometimes
aveok,1954,Educational Codeforces Round 164 (Rated for Div. 2),6121,0,477,477,2024-04-12 16:35:00,True,Non-reader
aveok,1969,Educational Codeforces Round 165 (Rated for Div. 2),5945,477,779,302,2024-04-29 16:35:00,True,Non-reader
aveok,1968,Codeforces Round 943 (Div. 3),3159,779,1046,267,2024-05-02 17:00:00,True,Non-reader
aveok,1974,Codeforces Round 946 (Div. 3),7003,1046,1187,141,2024-05-20 16:50:00,False,Non-reader
aveok,1975,Codeforces Round 947 (Div. 1 + Div. 2),10722,1187,1178,-9,2024-05-25 17:35:00,False,Non-reader
aveok,1979,Codeforces Round 951 (Div. 2),10114,1178,1197,19,2024-06-06 16:35:00,False,Non-reader
aveok,1986,Codeforces Round 954 (Div. 3),6066,1197,1221,24,2024-06-23 17:05:00,False,Non-reader
aveok,1982,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",9456,1221,1181,-40,2024-06-25 16:35:00,False,Non-reader
aveok,1989,Educational Codeforces Round 167 (Rated for Div. 2),8538,1181,1167,-14,2024-06-27 16:35:00,False,Non-reader
aveok,1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),8373,1167,1144,-23,2024-06-30 17:35:00,False,Non-reader
aveok,1994,Codeforces Round 959 sponsored by NEAR (Div. 1 + Div. 2),9964,1144,1101,-43,2024-07-18 16:35:00,False,Non-reader
aveok,1995,Codeforces Round 961 (Div. 2),6229,1101,1143,42,2024-07-23 16:35:00,False,Non-reader
aveok,1996,Codeforces Round 962 (Div. 3),6220,1143,1181,38,2024-07-26 17:05:00,False,Non-reader
aveok,1999,Codeforces Round 964 (Div. 4),778,1181,1334,153,2024-08-06 17:00:00,False,Non-reader
aveok,1998,Codeforces Round 965 (Div. 2),4267,1334,1373,39,2024-08-10 16:35:00,False,Non-reader
aveok,2001,Codeforces Round 967 (Div. 2),16508,1373,1255,-118,2024-08-20 16:35:00,False,Non-reader
aveok,2014,Codeforces Round 974 (Div. 3),4220,1255,1282,27,2024-09-21 17:00:00,False,Non-reader
aveok,2033,Codeforces Round 981 (Div. 3),15688,1282,1186,-96,2024-10-24 16:50:00,False,Non-reader
aveok,2035,Codeforces Global Round 27,5320,1186,1206,20,2024-10-27 17:35:00,False,Non-reader
aveok,2026,Educational Codeforces Round 171 (Rated for Div. 2),3626,1206,1278,72,2024-10-28 16:35:00,False,Non-reader
aveok,2031,Codeforces Round 987 (Div. 2),6385,1278,1240,-38,2024-11-15 14:35:00,False,Non-reader
aveok,2037,Codeforces Round 988 (Div. 3),2672,1240,1284,44,2024-11-17 16:50:00,False,Non-reader
aveok,2047,Codeforces Round 990 (Div. 2),2252,1284,1300,16,2024-12-03 08:25:00,False,Non-reader
aveok,2067,Codeforces Round 1004 (Div. 2),4817,1300,1317,17,2025-02-11 16:35:00,False,Non-reader
aveok,2069,Educational Codeforces Round 174 (Rated for Div. 2),3356,1317,1364,47,2025-02-18 16:35:00,False,Non-reader
aveok,2078,Codeforces Round 1008 (Div. 2),3309,1364,1392,28,2025-03-10 17:15:00,False,Non-reader
aveok,2074,Codeforces Round 1009 (Div. 3),3751,1392,1392,0,2025-03-11 17:05:00,False,Non-reader
aveok,2107,Codeforces Round 1023 (Div. 2),1088,1392,1496,104,2025-05-05 16:50:00,False,Non-reader
aveok,2102,Codeforces Round 1024 (Div. 2),4689,1496,1437,-59,2025-05-11 17:05:00,False,Non-reader
ismoilmirzouz,1790,Codeforces Round 847 (Div. 3),16651,0,365,365,2023-01-27 16:50:00,True,Reader
ismoilmirzouz,1832,Educational Codeforces Round 148 (Rated for Div. 2),8212,365,645,280,2023-05-12 16:35:00,True,Reader
ismoilmirzouz,1837,Educational Codeforces Round 149 (Rated for Div. 2),9715,645,935,290,2023-05-25 16:35:00,True,Reader
ismoilmirzouz,1831,Codeforces Round 875 (Div. 2),5933,935,1070,135,2023-05-28 17:05:00,False,Reader
ismoilmirzouz,1839,Codeforces Round 876 (Div. 2),7484,1070,1090,20,2023-06-03 16:35:00,False,Reader
ismoilmirzouz,1840,Codeforces Round 878 (Div. 3),9661,1090,1096,6,2023-06-06 16:50:00,False,Reader
ismoilmirzouz,1841,Educational Codeforces Round 150 (Rated for Div. 2),8483,1096,1078,-18,2023-06-12 16:35:00,False,Reader
ismoilmirzouz,1836,Codeforces Round 880 (Div. 2),2766,1078,1185,107,2023-06-18 16:35:00,False,Reader
ismoilmirzouz,1845,Educational Codeforces Round 151 (Rated for Div. 2),3911,1185,1243,58,2023-06-29 16:35:00,False,Reader
ismoilmirzouz,1847,Codeforces Round 882 (Div. 2),5085,1243,1256,13,2023-07-06 16:50:00,False,Reader
ismoilmirzouz,1844,Codeforces Round 884 (Div. 1 + Div. 2),9094,1256,1209,-47,2023-07-11 17:35:00,False,Reader
ismoilmirzouz,1849,Educational Codeforces Round 152 (Rated for Div. 2),7386,1209,1199,-10,2023-07-27 16:35:00,False,Reader
ismoilmirzouz,1855,Codeforces Round 889 (Div. 2),5981,1199,1214,15,2023-07-29 17:05:00,False,Reader
ismoilmirzouz,1856,Codeforces Round 890 (Div. 2) supported by Constructor Institute,7270,1214,1204,-10,2023-08-05 16:35:00,False,Reader
ismoilmirzouz,1857,Codeforces Round 891 (Div. 3),7098,1204,1206,2,2023-08-07 16:50:00,False,Reader
ismoilmirzouz,1859,Codeforces Round 892 (Div. 2),6870,1206,1216,10,2023-08-12 16:35:00,False,Reader
ismoilmirzouz,1860,Educational Codeforces Round 153 (Rated for Div. 2),6200,1216,1231,15,2023-08-17 16:35:00,False,Reader
ismoilmirzouz,1862,Codeforces Round 894 (Div. 3),7231,1231,1215,-16,2023-08-24 16:50:00,False,Reader
ismoilmirzouz,1864,Harbour.Space Scholarship Contest 2023-2024 (Div. 1 + Div. 2),6734,1215,1209,-6,2023-08-26 17:35:00,False,Reader
ismoilmirzouz,1872,Codeforces Round 895 (Div. 3),3239,1209,1262,53,2023-09-07 16:50:00,False,Reader
ismoilmirzouz,1867,Codeforces Round 897 (Div. 2),6140,1262,1239,-23,2023-09-11 16:35:00,False,Reader
ismoilmirzouz,1870,"CodeTON Round 6 (Div. 1 + Div. 2, Rated, Prizes!)",5225,1239,1255,16,2023-09-18 16:50:00,False,Reader
ismoilmirzouz,1873,Codeforces Round 898 (Div. 4),1268,1255,1335,80,2023-09-21 17:05:00,False,Reader
ismoilmirzouz,1879,Educational Codeforces Round 155 (Rated for Div. 2),3430,1335,1371,36,2023-09-24 16:35:00,False,Reader
ismoilmirzouz,1878,Codeforces Round 900 (Div. 3),2081,1371,1410,39,2023-09-26 16:50:00,False,Reader
ismoilmirzouz,1898,Codeforces Round 910 (Div. 2),3881,1410,1357,-53,2023-11-19 16:35:00,False,Reader
ismoilmirzouz,1900,Codeforces Round 911 (Div. 2),4039,1357,1329,-28,2023-11-26 16:35:00,False,Reader
ismoilmirzouz,1903,Codeforces Round 912 (Div. 2),1319,1329,1400,71,2023-11-30 18:50:00,False,Reader
ismoilmirzouz,1902,Educational Codeforces Round 159 (Rated for Div. 2),4801,1400,1356,-44,2023-12-03 16:35:00,False,Reader
ismoilmirzouz,1907,Codeforces Round 913 (Div. 3),2405,1356,1376,20,2023-12-05 17:00:00,False,Reader
ismoilmirzouz,1904,Codeforces Round 914 (Div. 2),2254,1376,1397,21,2023-12-09 18:05:00,False,Reader
ismoilmirzouz,1913,Educational Codeforces Round 160 (Rated for Div. 2),2182,1397,1442,45,2023-12-18 16:35:00,False,Reader
ismoilmirzouz,1914,Codeforces Round 916 (Div. 3),1849,1442,1460,18,2023-12-19 17:05:00,False,Reader
ismoilmirzouz,1909,Pinely Round 3 (Div. 1 + Div. 2),3211,1460,1468,8,2023-12-23 17:35:00,False,Reader
ismoilmirzouz,1916,Good Bye 2023,6111,1468,1454,-14,2023-12-30 16:50:00,False,Reader
ismoilmirzouz,1920,Codeforces Round 919 (Div. 2),3053,1454,1473,19,2024-01-13 16:35:00,False,Reader
ismoilmirzouz,1921,Codeforces Round 920 (Div. 3),145,1473,1629,156,2024-01-15 16:50:00,False,Reader
ismoilmirzouz,1957,Codeforces Round 940 (Div. 2) and CodeCraft-23,3584,1629,1579,-50,2024-04-21 16:50:00,False,Reader
ismoilmirzouz,1966,Codeforces Round 941 (Div. 2),3086,1579,1532,-47,2024-04-27 16:35:00,False,Reader
ismoilmirzouz,1986,Codeforces Round 954 (Div. 3),10672,1532,1432,-100,2024-06-23 17:05:00,False,Reader
